sku,collection_date,title,category_name,list_price,current_price,available_count,avg_price_7d,avg_price_30d,day_over_day_change,day_over_day_change_pct,week_over_week_change,week_over_week_change_pct,category_price_rank,category_price_percentile,category_sku_count,discount_depth,category_median_price,premium_to_category_median,price_volatility_30d
fe44cc816576c652,2026-08-11,Still Life with Bread Crumbs,Fiction,26.41,26.76,14,26.76,26.76,,,,,43,0.3438,65,-0.0133,37.7,-0.2902,
830fb3967c74866d,2026-08-11,Shtum,Fiction,55.84,53.56,14,53.56,53.56,,,,,10,0.8594,65,0.0408,37.7,0.4207,
727bf2b86b19ad88,2026-08-11,My Name Is Lucy Barton,Fiction,41.56,41.29,14,41.29,41.29,,,,,28,0.5781,65,0.0065,37.7,0.0952,
cc82685d9f49bc2c,2026-08-11,My Mrs. Brown,Fiction,24.48,23.44,14,23.44,23.44,,,,,48,0.2656,65,0.0425,37.7,-0.3782,
caa2e5b3fb1b2d4c,2026-08-11,Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,28.9,28.24,14,28.24,28.24,,,,,38,0.4219,65,0.0228,37.7,-0.2509,
aeff7b87a8e83ebb,2026-08-11,I Am Pilgrim (Pilgrim #1),Fiction,10.6,10.62,14,10.62,10.62,,,,,64,0.0156,65,-0.0019,37.7,-0.7183,
9eaf58b03a2779cc,2026-08-11,Eligible (The Austen Project #4),Fiction,27.09,27.17,14,27.17,27.17,,,,,41,0.375,65,-0.003,37.7,-0.2793,
1d6dd0c87d90fe92,2026-08-11,Eight Hundred Grapes,Fiction,14.39,14.8,14,14.8,14.8,,,,,60,0.0781,65,-0.0285,37.7,-0.6074,
94a958ea126cdcd5,2026-08-11,Dear Mr. Knightley,Fiction,11.21,10.44,14,10.44,10.44,,,,,65,0.0,65,0.0687,37.7,-0.7231,
28cf0d1c51b491e5,2026-08-11,Cometh the Hour (The Clifton Chronicles #6),Fiction,25.01,24.77,14,24.77,24.77,,,,,45,0.3125,65,0.0096,37.7,-0.343,
9b65f676984c9f0c,2026-08-11,Balloon Animals,Fiction,17.03,16.21,14,16.21,16.21,,,,,58,0.1094,65,0.0482,37.7,-0.57,
8682c03de6a844ff,2026-08-11,A Man Called Ove,Fiction,39.72,40.48,14,40.48,40.48,,,,,29,0.5625,65,-0.0191,37.7,0.0737,
ce1ae197ada2aec4,2026-08-11,The Silent Sister (Riley MacPherson #1),Fiction,46.29,46.49,12,46.49,46.49,,,,,20,0.7031,65,-0.0043,37.7,0.2332,
c6ca293d4810e0d5,2026-08-11,The Dinner Party,Fiction,56.54,57.25,12,57.25,57.25,,,,,5,0.9375,65,-0.0126,37.7,0.5186,
437d8dea9272d0a9,2026-08-11,The Improbability of Love,Fiction,59.45,56.93,11,56.93,56.93,,,,,6,0.9219,65,0.0424,37.7,0.5101,
47e1b2d43f709995,2026-08-11,Mothering Sunday,Fiction,13.34,13.57,11,13.57,13.57,,,,,61,0.0625,65,-0.0172,37.7,-0.6401,
469508882dfc1991,2026-08-11,Lies and Other Acts of Love,Fiction,45.14,44.51,11,44.51,44.51,,,,,23,0.6563,65,0.014,37.7,0.1806,
f608c903c451f387,2026-08-11,Daredevils,Fiction,16.34,16.77,11,16.77,16.77,,,,,57,0.125,65,-0.0263,37.7,-0.5552,
a9d7b75461084a26,2026-08-11,11/22/63,Fiction,48.48,46.11,11,46.11,46.11,,,,,21,0.6875,65,0.0489,37.7,0.2231,
903a9f8090104c2c,2026-08-11,The Shack,Fiction,28.03,27.49,9,27.49,27.49,,,,,39,0.4063,65,0.0193,37.7,-0.2708,
4f283dfcbeccc0d4,2026-08-11,The High Mountains of Portugal,Fiction,51.15,52.13,8,52.13,52.13,,,,,13,0.8125,65,-0.0192,37.7,0.3828,
bff270fe9c86a5a9,2026-08-11,Miller's Valley,Fiction,58.54,59.73,8,59.73,59.73,,,,,2,0.9844,65,-0.0203,37.7,0.5844,
0bfdef63285d3019,2026-08-11,Hystopia: A Novel,Fiction,21.96,22.95,8,22.95,22.95,,,,,50,0.2344,65,-0.0451,37.7,-0.3912,
d250657f0ebc5d73,2026-08-11,The Bourne Identity (Jason Bourne #1),Fiction,42.78,43.29,7,43.29,43.29,,,,,26,0.6094,65,-0.0119,37.7,0.1483,
7ffebdd1d5148aef,2026-08-11,Sister Dear,Fiction,40.2,37.7,7,37.7,37.7,,,,,33,0.5,65,0.0622,37.7,0.0,
dac4b5847454fd9b,2026-08-11,Memoirs of a Geisha,Fiction,49.67,50.69,7,50.69,50.69,,,,,14,0.7969,65,-0.0205,37.7,0.3446,
7a2b51f69e81c722,2026-08-11,Me Before You (Me Before You #1),Fiction,19.02,18.76,6,18.76,18.76,,,,,55,0.1563,65,0.0137,37.7,-0.5024,
4e3b183180e2a992,2026-08-11,Deception Point,Fiction,40.32,39.96,6,39.96,39.96,,,,,31,0.5313,65,0.0089,37.7,0.0599,
dfd9ff1f343cdaff,2026-08-11,The Little Paris Bookshop,Fiction,24.73,23.29,5,23.29,23.29,,,,,49,0.25,65,0.0582,37.7,-0.3822,
ad84f18659e6bfe2,2026-08-11,The Firm,Fiction,45.56,45.36,5,45.36,45.36,,,,,22,0.6719,65,0.0044,37.7,0.2032,
fe7210553d56c097,2026-08-11,The Expatriates,Fiction,44.58,41.93,5,41.93,41.93,,,,,27,0.5938,65,0.0594,37.7,0.1122,
84bb29c53592ac40,2026-08-11,Siddhartha,Fiction,34.22,32.95,5,32.95,32.95,,,,,35,0.4688,65,0.0371,37.7,-0.126,
07e6810fd3236bda,2026-08-11,Last One Home (New Beginnings #1),Fiction,59.98,63.06,5,63.06,63.06,,,,,1,1.0,65,-0.0514,37.7,0.6727,
94bb629a3f6dd00b,2026-08-11,Digital Fortress,Fiction,58.0,59.24,5,59.24,59.24,,,,,3,0.9688,65,-0.0214,37.7,0.5714,
78a4ac98191ac675,2026-08-11,Atlas Shrugged,Fiction,26.58,24.37,4,24.37,24.37,,,,,46,0.2969,65,0.0831,37.7,-0.3536,
57f755143ee96fd4,2026-08-11,Three-Martini Lunch,Fiction,23.21,24.12,3,24.12,24.12,,,,,47,0.2813,65,-0.0392,37.7,-0.3602,
29d6d87f3418638b,2026-08-11,The Nightingale,Fiction,26.26,25.78,3,25.78,25.78,,,,,44,0.3281,65,0.0183,37.7,-0.3162,
554e9e2d532b3a87,2026-08-11,The Infinities,Fiction,27.41,27.32,3,27.32,27.32,,,,,40,0.3906,65,0.0033,37.7,-0.2753,
ff6bb30dd0c482a6,2026-08-11,The Husband's Secret,Fiction,52.51,50.06,3,50.06,50.06,,,,,15,0.7813,65,0.0467,37.7,0.3279,
dabf11918b48b40c,2026-08-11,The Da Vinci Code (Robert Langdon #2),Fiction,22.96,22.41,3,22.41,22.41,,,,,52,0.2031,65,0.024,37.7,-0.4056,
2858ac90c4758e1f,2026-08-11,The Art of Fielding,Fiction,22.1,22.67,3,22.67,22.67,,,,,51,0.2188,65,-0.0258,37.7,-0.3987,
4ef75307fb64e2ad,2026-08-11,Lila (Gilead #3),Fiction,12.47,12.41,3,12.41,12.41,,,,,62,0.0469,65,0.0048,37.7,-0.6708,
a0dd11f6abc421ec,2026-08-11,Jurassic Park (Jurassic Park #1),Fiction,44.97,43.78,3,43.78,43.78,,,,,25,0.625,65,0.0265,37.7,0.1613,
6c4646d90b60a56c,2026-08-11,Inferno (Robert Langdon #4),Fiction,41.0,40.26,3,40.26,40.26,,,,,30,0.5469,65,0.018,37.7,0.0679,
c9782ad2a0ed9331,2026-08-11,Crazy Rich Asians (Crazy Rich Asians #1),Fiction,49.13,48.89,3,48.89,48.89,,,,,17,0.75,65,0.0049,37.7,0.2968,
d3f9c4539c0caa64,2026-08-11,Big Little Lies,Fiction,22.11,21.87,3,21.87,21.87,,,,,53,0.1875,65,0.0109,37.7,-0.4199,
f3c76b53b239f511,2026-08-11,The Course of Love,Fiction,16.78,15.78,2,15.78,15.78,,,,,59,0.0938,65,0.0596,37.7,-0.5814,
c5f91eb481427dc5,2026-08-11,When I'm Gone,Fiction,51.96,53.71,1,53.71,53.71,,,,,9,0.875,65,-0.0337,37.7,0.4247,
b78deb463531d078,2026-08-11,The Silent Wife,Fiction,12.34,11.87,1,11.87,11.87,,,,,63,0.0313,65,0.0381,37.7,-0.6851,
dfb0849016bc122c,2026-08-11,The Bette Davis Club,Fiction,30.66,29.82,1,29.82,29.82,,,,,36,0.4531,65,0.0274,37.7,-0.209,
06f6a57a6d532844,2026-08-11,Kitchens of the Great Midwest,Fiction,57.2,58.13,1,58.13,58.13,,,,,4,0.9531,65,-0.0163,37.7,0.5419,
230ac636ea0ea415,2026-08-11,Bright Lines,Fiction,39.07,36.46,1,36.46,36.46,,,,,34,0.4844,65,0.0668,37.7,-0.0329,
4c28def39d850cdf,2026-08-11,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Nonfiction,40.3,40.23,18,40.23,40.23,,,,,38,0.6606,110,0.0017,32.84,0.225,
3c039985229453bf,2026-08-11,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Nonfiction,31.05,30.95,18,30.95,30.95,,,,,62,0.4404,110,0.0032,32.84,-0.0576,
c8f7f0cb1abb9cac,2026-08-11,Reasons to Stay Alive,Nonfiction,26.41,24.66,17,24.66,24.66,,,,,79,0.2844,110,0.0663,32.84,-0.2491,
c27f6e1f185b0383,2026-08-11,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Nonfiction,23.11,23.18,17,23.18,23.18,,,,,81,0.2661,110,-0.003,32.84,-0.2942,
d170b5a0da46380e,2026-08-11,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Nonfiction,44.18,41.59,16,41.59,41.59,,,,,33,0.7064,110,0.0586,32.84,0.2664,
7858914fad68493c,2026-08-11,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,31.12,32.72,16,32.72,32.72,,,,,56,0.4954,110,-0.0514,32.84,-0.0037,
0da9aa9d24677fc0,2026-08-11,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,16.77,16.66,16,16.66,16.66,,,,,97,0.1193,110,0.0066,32.84,-0.4927,
acd86a5426e21ca0,2026-08-11,The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,37.13,37.74,16,37.74,37.74,,,,,45,0.5963,110,-0.0164,32.84,0.1492,
a30b270e25489e5c,2026-08-11,The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,56.06,57.9,16,57.9,57.9,,,,,8,0.9358,110,-0.0328,32.84,0.7631,
87b0615b6e1f4d7b,2026-08-11,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,41.83,40.48,16,40.48,40.48,,,,,37,0.6697,110,0.0323,32.84,0.2326,
d7310206583a54b6,2026-08-11,Reskilling America: Learning to Labor in the Twenty-First Century,Nonfiction,19.83,20.13,16,20.13,20.13,,,,,90,0.1835,110,-0.0151,32.84,-0.387,
b136b1b180ca753a,2026-08-11,In the Country We Love: My Family Divided,Nonfiction,22.0,21.04,16,21.04,21.04,,,,,86,0.2202,110,0.0436,32.84,-0.3593,
311c0dd0e354a33e,2026-08-11,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Nonfiction,54.35,52.93,16,52.93,52.93,,,,,14,0.8807,110,0.0261,32.84,0.6118,
bee3672891cca906,2026-08-11,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Nonfiction,29.14,29.04,16,29.04,29.04,,,,,67,0.3945,110,0.0034,32.84,-0.1157,
38d45839cb1c83c1,2026-08-11,Algorithms to Live By: The Computer Science of Human Decisions,Nonfiction,30.81,29.12,16,29.12,29.12,,,,,66,0.4037,110,0.0549,32.84,-0.1133,
8ec14b1576cb7cb5,2026-08-11,The Power of Now: A Guide to Spiritual Enlightenment,Nonfiction,43.54,43.76,15,43.76,43.76,,,,,29,0.7431,110,-0.0051,32.84,0.3325,
209adad1015af86f,2026-08-11,The Omnivore's Dilemma: A Natural History of Four Meals,Nonfiction,38.21,38.05,15,38.05,38.05,,,,,44,0.6055,110,0.0042,32.84,0.1586,
42d0d7c92b75fc1c,2026-08-11,The Genius of Birds,Nonfiction,17.24,17.45,15,17.45,17.45,,,,,95,0.1376,110,-0.0122,32.84,-0.4686,
dd047728de72ad62,2026-08-11,The Artist's Way: A Spiritual Path to Higher Creativity,Nonfiction,38.49,39.86,15,39.86,39.86,,,,,39,0.6514,110,-0.0356,32.84,0.2138,
1b33663ad7b95fd8,2026-08-11,So You've Been Publicly Shamed,Nonfiction,12.23,12.08,15,12.08,12.08,,,,,109,0.0092,110,0.0123,32.84,-0.6322,
3b9a3b4624b7fd6d,2026-08-11,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Nonfiction,19.43,19.21,15,19.21,19.21,,,,,92,0.1651,110,0.0113,32.84,-0.415,
1f329c2e7d7de8bd,2026-08-11,Big Magic: Creative Living Beyond Fear,Nonfiction,30.8,31.64,15,31.64,31.64,,,,,58,0.4771,110,-0.0273,32.84,-0.0365,
919e7cb2269a25d2,2026-08-11,Becoming Wise: An Inquiry into the Mystery and Art of Living,Nonfiction,27.43,27.41,15,27.41,27.41,,,,,71,0.3578,110,0.0007,32.84,-0.1653,
d195e7f4ed697350,2026-08-11,Agnostic: A Spirited Manifesto,Nonfiction,12.51,12.16,15,12.16,12.16,,,,,108,0.0183,110,0.028,32.84,-0.6297,
44a10f1ac8ce822e,2026-08-11,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Nonfiction,38.2,36.79,14,36.79,36.79,,,,,46,0.5872,110,0.0369,32.84,0.1203,
6fd646a334e6e133,2026-08-11,What's It Like in Space?: Stories from Astronauts Who've Been There,Nonfiction,19.6,20.6,14,20.6,20.6,,,,,88,0.2018,110,-0.051,32.84,-0.3727,
34c0d7c4ee5650af,2026-08-11,The Year of Magical Thinking,Nonfiction,43.04,42.39,14,42.39,42.39,,,,,32,0.7156,110,0.0151,32.84,0.2908,
4881cc53f6c8892f,2026-08-11,The Literature Book (Big Ideas Simply Explained),Nonfiction,17.43,17.57,14,17.57,17.57,,,,,93,0.156,110,-0.008,32.84,-0.465,
923831a05c9f91f7,2026-08-11,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,Nonfiction,15.77,15.85,14,15.85,15.85,,,,,99,0.1009,110,-0.0051,32.84,-0.5174,
4c8b7540409da4ac,2026-08-11,Swell: A Year of Waves,Nonfiction,45.58,47.69,14,47.69,47.69,,,,,23,0.7982,110,-0.0463,32.84,0.4522,
132ec5e8c984adef,2026-08-11,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Nonfiction,21.95,22.57,14,22.57,22.57,,,,,83,0.2477,110,-0.0282,32.84,-0.3127,
24af96df0bafb925,2026-08-11,Looking for Lovely: Collecting the Moments that Matter,Nonfiction,29.14,29.47,14,29.47,29.47,,,,,65,0.4128,110,-0.0113,32.84,-0.1026,
1174156c4a0eccaa,2026-08-11,Let It Out: A Journey Through Journaling,Nonfiction,26.79,25.41,14,25.41,25.41,,,,,76,0.3119,110,0.0515,32.84,-0.2262,
afa829857f82f99e,2026-08-11,Hamilton: The Revolution,Nonfiction,58.79,59.12,14,59.12,59.12,,,,,2,0.9908,110,-0.0056,32.84,0.8002,
ac4dde0d1be05de0,2026-08-11,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Nonfiction,15.06,15.12,14,15.12,15.12,,,,,100,0.0917,110,-0.004,32.84,-0.5396,
a01f6d368ef64dc5,2026-08-11,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,51.75,49.5,14,49.5,49.5,,,,,21,0.8165,110,0.0435,32.84,0.5073,
16ef91b9d827859c,2026-08-11,Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,37.8,36.74,14,36.74,36.74,,,,,48,0.5688,110,0.028,32.84,0.1188,
a80f66b254fe9eb3,2026-08-11,Brain on Fire: My Month of Madness,Nonfiction,49.32,45.68,14,45.68,45.68,,,,,25,0.7798,110,0.0738,32.84,0.391,
cf1aa2fc02a7d1e0,2026-08-11,Abstract City,Nonfiction,56.37,57.99,14,57.99,57.99,,,,,7,0.945,110,-0.0287,32.84,0.7658,
4be9d1910f8a4e80,2026-08-11,13 Hours: The Inside Account of What Really Happened In Benghazi,Nonfiction,27.06,26.61,13,26.61,26.61,,,,,73,0.3394,110,0.0166,32.84,-0.1897,
582a21a1dbbef3cf,2026-08-11,The Lonely City: Adventures in the Art of Being Alone,Nonfiction,33.26,34.42,12,34.42,34.42,,,,,54,0.5138,110,-0.0349,32.84,0.0481,
54fc03f1e1d355db,2026-08-11,The Diary of a Young Girl,Nonfiction,59.9,60.98,12,60.98,60.98,,,,,1,1.0,110,-0.018,32.84,0.8569,
f40fea200e0c644f,2026-08-11,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,21.21,22.02,12,22.02,22.02,,,,,84,0.2385,110,-0.0382,32.84,-0.3295,
c6a29d6df8de968c,2026-08-11,Furiously Happy: A Funny Book About Horrible Things,Nonfiction,41.46,40.71,12,40.71,40.71,,,,,35,0.6881,110,0.0181,32.84,0.2396,
985991708c47003e,2026-08-11,"The Sleep Revolution: Transforming Your Life, One Night at a Time",Nonfiction,11.68,12.28,11,12.28,12.28,,,,,107,0.0275,110,-0.0514,32.84,-0.6261,
28b2df9fadc9f07e,2026-08-11,"Mother, Can You Not?",Nonfiction,16.89,17.46,11,17.46,17.46,,,,,94,0.1468,110,-0.0337,32.84,-0.4683,
2b69dec0193511d9,2026-08-11,A Mother's Reckoning: Living in the Aftermath of Tragedy,Nonfiction,19.53,20.23,11,20.23,20.23,,,,,89,0.1927,110,-0.0358,32.84,-0.384,
34669b2e9d407d3a,2026-08-11,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Nonfiction,24.57,23.47,10,23.47,23.47,,,,,80,0.2752,110,0.0448,32.84,-0.2853,
7186241e043de5dc,2026-08-11,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,35.92,34.48,9,34.48,34.48,,,,,53,0.5229,110,0.0401,32.84,0.0499,
e77033ce559947f7,2026-08-11,"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,34.06,34.67,8,34.67,34.67,,,,,51,0.5413,110,-0.0179,32.84,0.0557,
04f6c929888f4f11,2026-08-11,Why Not Me?,Nonfiction,17.76,16.81,8,16.81,16.81,,,,,96,0.1284,110,0.0535,32.84,-0.4881,
b69c852e7e3956af,2026-08-11,When Breath Becomes Air,Nonfiction,39.36,38.99,8,38.99,38.99,,,,,43,0.6147,110,0.0094,32.84,0.1873,
5a0d2e9284004266,2026-08-11,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Nonfiction,28.45,27.49,8,27.49,27.49,,,,,70,0.367,110,0.0337,32.84,-0.1629,
a2475a245c9907c4,2026-08-11,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,38.89,36.62,8,36.62,36.62,,,,,49,0.5596,110,0.0584,32.84,0.1151,
52fc458ffc756faf,2026-08-11,Rising Strong,Nonfiction,21.82,22.0,8,22.0,22.0,,,,,85,0.2294,110,-0.0082,32.84,-0.3301,
4729afff3bea0f0a,2026-08-11,Man's Search for Meaning,Nonfiction,29.48,30.99,8,30.99,30.99,,,,,61,0.4495,110,-0.0512,32.84,-0.0563,
4d3a4c7b442a9a4e,2026-08-11,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,25.06,24.72,8,24.72,24.72,,,,,78,0.2936,110,0.0136,32.84,-0.2473,
044534b0b28b4e87,2026-08-11,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,12.55,12.51,8,12.51,12.51,,,,,106,0.0367,110,0.0032,32.84,-0.6191,
bbf1ea50be8008ab,2026-08-11,I Will Find You,Nonfiction,44.21,44.51,8,44.51,44.51,,,,,28,0.7523,110,-0.0068,32.84,0.3554,
77e9ea355bd8ae57,2026-08-11,Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,19.22,19.87,8,19.87,19.87,,,,,91,0.1743,110,-0.0338,32.84,-0.3949,
04e3de7ac35ec5cd,2026-08-11,Between the World and Me,Nonfiction,56.91,55.14,8,55.14,55.14,,,,,11,0.9083,110,0.0311,32.84,0.679,
15ebd83e53d0391b,2026-08-11,Being Mortal: Medicine and What Matters in the End,Nonfiction,55.06,51.85,8,51.85,51.85,,,,,16,0.8624,110,0.0583,32.84,0.5789,
fef91502cbacf23a,2026-08-11,"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,13.2,13.02,8,13.02,13.02,,,,,104,0.055,110,0.0136,32.84,-0.6035,
2e40333991f56f45,2026-08-11,For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,45.13,43.49,7,43.49,43.49,,,,,30,0.7339,110,0.0363,32.84,0.3243,
4e78f06160b717ac,2026-08-11,Finding God in the Ruins: How God Redeems Pain,Nonfiction,46.64,46.43,7,46.43,46.43,,,,,24,0.789,110,0.0045,32.84,0.4138,
60376aa71be66083,2026-08-11,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,59.45,58.87,6,58.87,58.87,,,,,5,0.9633,110,0.0098,32.84,0.7926,
fe0f34ebed689381,2026-08-11,In Cold Blood,Nonfiction,49.98,50.49,6,50.49,50.49,,,,,19,0.8349,110,-0.0102,32.84,0.5375,
384c7d41d5ffe9d1,2026-08-11,"Girl, Interrupted",Nonfiction,42.14,43.33,6,43.33,43.33,,,,,31,0.7248,110,-0.0282,32.84,0.3194,
759ee7d059b1beb8,2026-08-11,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,48.67,49.24,5,49.24,49.24,,,,,22,0.8073,110,-0.0117,32.84,0.4994,
1dba84766a5e87b8,2026-08-11,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,25.15,24.83,5,24.83,24.83,,,,,77,0.3028,110,0.0127,32.84,-0.2439,
a4ce39a3720cd679,2026-08-11,My Mother Was Nuts,Nonfiction,31.63,31.38,5,31.38,31.38,,,,,60,0.4587,110,0.0079,32.84,-0.0445,
bcf567421c581f0a,2026-08-11,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,32.35,32.21,5,32.21,32.21,,,,,57,0.4862,110,0.0043,32.84,-0.0192,
6a57286a8890d8c5,2026-08-11,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,38.71,39.77,4,39.77,39.77,,,,,40,0.6422,110,-0.0274,32.84,0.211,
45033bdf3d9ed158,2026-08-11,The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,16.81,16.26,4,16.26,16.26,,,,,98,0.1101,110,0.0327,32.84,-0.5049,
c65ee14957c0fa5c,2026-08-11,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,28.23,28.28,4,28.28,28.28,,,,,69,0.3761,110,-0.0018,32.84,-0.1389,
ddbc5530d2939d49,2026-08-11,God Is Not Great: How Religion Poisons Everything,Nonfiction,27.8,26.22,4,26.22,26.22,,,,,74,0.3303,110,0.0568,32.84,-0.2016,
06bab964fd536971,2026-08-11,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,31.95,32.96,3,32.96,32.96,,,,,55,0.5046,110,-0.0316,32.84,0.0037,
52aa3d79b1cee455,2026-08-11,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,50.66,52.34,3,52.34,52.34,,,,,15,0.8716,110,-0.0332,32.84,0.5938,
b830685072fa871f,2026-08-11,"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,58.09,58.94,3,58.94,58.94,,,,,4,0.9725,110,-0.0146,32.84,0.7948,
599a4f98bb193368,2026-08-11,Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,30.0,31.54,3,31.54,31.54,,,,,59,0.4679,110,-0.0513,32.84,-0.0396,
2173a2ce35f6ace1,2026-08-11,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,53.51,54.25,3,54.25,54.25,,,,,13,0.8899,110,-0.0138,32.84,0.6519,
0baf71623648413a,2026-08-11,The Name of God is Mercy,Nonfiction,37.25,35.62,3,35.62,35.62,,,,,50,0.5505,110,0.0438,32.84,0.0847,
a11ae5f07572ef49,2026-08-11,Stiff: The Curious Lives of Human Cadavers,Nonfiction,36.74,36.75,3,36.75,36.75,,,,,47,0.578,110,-0.0003,32.84,0.1191,
f08667e4c0458f37,2026-08-11,Spilled Milk: Based on a True Story,Nonfiction,49.51,50.82,3,50.82,50.82,,,,,18,0.844,110,-0.0265,32.84,0.5475,
89cad3f37c9ce226,2026-08-11,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,41.67,41.58,3,41.58,41.58,,,,,34,0.6972,110,0.0022,32.84,0.2661,
09a7b0b566ad6225,2026-08-11,Outliers: The Story of Success,Nonfiction,14.16,13.88,3,13.88,13.88,,,,,102,0.0734,110,0.0198,32.84,-0.5773,
cb65e49993db9a93,2026-08-11,Notes from a Small Island (Notes From a Small Island #1),Nonfiction,40.17,39.43,3,39.43,39.43,,,,,41,0.633,110,0.0184,32.84,0.2007,
c4d9fce9eff3b8ba,2026-08-11,Night (The Night Trilogy #1),Nonfiction,13.51,12.65,3,12.65,12.65,,,,,105,0.0459,110,0.0637,32.84,-0.6148,
7980fa06f2b704d8,2026-08-11,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,57.83,59.03,3,59.03,59.03,,,,,3,0.9817,110,-0.0208,32.84,0.7975,
1de75f05d57bfc10,2026-08-11,Letter to a Christian Nation,Nonfiction,22.2,22.59,3,22.59,22.59,,,,,82,0.2569,110,-0.0176,32.84,-0.3121,
1246e4ffeb5ac4ea,2026-08-11,Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,45.11,44.63,3,44.63,44.63,,,,,26,0.7706,110,0.0106,32.84,0.359,
d4a29356fc992879,2026-08-11,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,42.38,44.55,3,44.55,44.55,,,,,27,0.7615,110,-0.0512,32.84,0.3566,
a7c3f1010d64799a,2026-08-11,Into the Wild,Nonfiction,56.7,54.78,3,54.78,54.78,,,,,12,0.8991,110,0.0339,32.84,0.6681,
d8292cd5f1aca291,2026-08-11,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,28.85,30.05,3,30.05,30.05,,,,,63,0.4312,110,-0.0416,32.84,-0.085,
8010c7c148057fd3,2026-08-11,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,28.88,28.73,3,28.73,28.73,,,,,68,0.3853,110,0.0052,32.84,-0.1252,
c300cc9326592b65,2026-08-11,Gratitude,Nonfiction,26.66,25.79,3,25.79,25.79,,,,,75,0.3211,110,0.0326,32.84,-0.2147,
81372abc86f65c79,2026-08-11,Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,15.28,14.81,3,14.81,14.81,,,,,101,0.0826,110,0.0308,32.84,-0.549,
fd2337c1b73b686e,2026-08-11,Brave Enough,Nonfiction,51.32,50.3,3,50.3,50.3,,,,,20,0.8257,110,0.0199,32.84,0.5317,
